,stem,image_path,mask_coral_path,coral_coverage,source,split
906,E13_T3_C4_Corr_24sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E13_T3_C4_Corr_24sep22.JPG,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E13_T3_C4_Corr_24sep22_binary.png,0.037,SEAFLOWER_COURTOWN,test
907,E13_T3_C5_Corr_24sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E13_T3_C5_Corr_24sep22.JPG,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E13_T3_C5_Corr_24sep22_binary.png,0.098,SEAFLOWER_COURTOWN,test
908,E13_T3_C6_Corr_24sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E13_T3_C6_Corr_24sep22.JPG,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E13_T3_C6_Corr_24sep22_binary.png,0.092,SEAFLOWER_COURTOWN,test
909,E13_T3_C7_Corr_24sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E13_T3_C7_Corr_24sep22.JPG,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E13_T3_C7_Corr_24sep22_binary.png,0.144,SEAFLOWER_COURTOWN,test
910,E13_T3_C8_Corr_24sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E13_T3_C8_Corr_24sep22.JPG,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E13_T3_C8_Corr_24sep22_binary.png,0.08,SEAFLOWER_COURTOWN,test
911,E13_T3_C9_Corr_24sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E13_T3_C9_Corr_24sep22.JPG,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E13_T3_C9_Corr_24sep22_binary.png,0.034,SEAFLOWER_COURTOWN,test
912,E14_T2_C10_Corr_22sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E14_T2_C10_Corr_22sep22.JPG,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E14_T2_C10_Corr_22sep22_binary.png,0.201,SEAFLOWER_COURTOWN,test
913,E14_T2_C11_Corr_22sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E14_T2_C11_Corr_22sep22.JPG,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E14_T2_C11_Corr_22sep22_binary.png,0.05,SEAFLOWER_COURTOWN,test
914,E14_T2_C1_Corr_22sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E14_T2_C1_Corr_22sep22.JPG,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E14_T2_C1_Corr_22sep22_binary.png,0.012,SEAFLOWER_COURTOWN,test
915,E14_T2_C2_Corr_22sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E14_T2_C2_Corr_22sep22.JPG,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E14_T2_C2_Corr_22sep22_binary.png,0.331,SEAFLOWER_COURTOWN,test
916,E14_T2_C4_Corr_22sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E14_T2_C4_Corr_22sep22.JPG,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E14_T2_C4_Corr_22sep22_binary.png,0.14,SEAFLOWER_COURTOWN,test
917,E14_T2_C5_Corr_22sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E14_T2_C5_Corr_22sep22.JPG,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E14_T2_C5_Corr_22sep22_binary.png,0.449,SEAFLOWER_COURTOWN,test
918,E14_T2_C6_Corr_22sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E14_T2_C6_Corr_22sep22.JPG,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E14_T2_C6_Corr_22sep22_binary.png,0.533,SEAFLOWER_COURTOWN,test
919,E14_T2_C7_Corr_22sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E14_T2_C7_Corr_22sep22.JPG,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E14_T2_C7_Corr_22sep22_binary.png,0.016,SEAFLOWER_COURTOWN,test
920,E14_T2_C8_Corr_22sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E14_T2_C8_Corr_22sep22.JPG,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E14_T2_C8_Corr_22sep22_binary.png,0.056,SEAFLOWER_COURTOWN,test
921,E14_T2_C9_Corr_22sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E14_T2_C9_Corr_22sep22.JPG,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E14_T2_C9_Corr_22sep22_binary.png,0.361,SEAFLOWER_COURTOWN,test
922,E15_T3_C10_Corr_25sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E15_T3_C10_Corr_25sep22.jpg,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E15_T3_C10_Corr_25sep22_binary.png,0.236,SEAFLOWER_COURTOWN,test
923,E15_T3_C11_Corr_25sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E15_T3_C11_Corr_25sep22.jpg,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E15_T3_C11_Corr_25sep22_binary.png,0.282,SEAFLOWER_COURTOWN,test
924,E15_T3_C12_Corr_25sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E15_T3_C12_Corr_25sep22.jpg,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E15_T3_C12_Corr_25sep22_binary.png,0.427,SEAFLOWER_COURTOWN,test
925,E15_T3_C1_Corr_25sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E15_T3_C1_Corr_25sep22.jpg,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E15_T3_C1_Corr_25sep22_binary.png,0.058,SEAFLOWER_COURTOWN,test
926,E15_T3_C2_Corr_25sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E15_T3_C2_Corr_25sep22.jpg,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E15_T3_C2_Corr_25sep22_binary.png,0.331,SEAFLOWER_COURTOWN,test
927,E15_T3_C3_Corr_25sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E15_T3_C3_Corr_25sep22.jpg,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E15_T3_C3_Corr_25sep22_binary.png,0.143,SEAFLOWER_COURTOWN,test
928,E15_T3_C4_Corr_25sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E15_T3_C4_Corr_25sep22.jpg,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E15_T3_C4_Corr_25sep22_binary.png,0.097,SEAFLOWER_COURTOWN,test
929,E15_T3_C5_Corr_25sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E15_T3_C5_Corr_25sep22.jpg,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E15_T3_C5_Corr_25sep22_binary.png,0.223,SEAFLOWER_COURTOWN,test
930,E15_T3_C6_Corr_25sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E15_T3_C6_Corr_25sep22.jpg,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E15_T3_C6_Corr_25sep22_binary.png,0.159,SEAFLOWER_COURTOWN,test
931,E15_T3_C7_Corr_25sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E15_T3_C7_Corr_25sep22.jpg,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E15_T3_C7_Corr_25sep22_binary.png,0.574,SEAFLOWER_COURTOWN,test
932,E15_T3_C8_Corr_25sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E15_T3_C8_Corr_25sep22.jpg,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E15_T3_C8_Corr_25sep22_binary.png,0.735,SEAFLOWER_COURTOWN,test
933,E15_T3_C9_Corr_25sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E15_T3_C9_Corr_25sep22.jpg,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E15_T3_C9_Corr_25sep22_binary.png,0.237,SEAFLOWER_COURTOWN,test
934,E16_T3_C1_Corr_24sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E16_T3_C1_Corr_24sep22.jpg,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E16_T3_C1_Corr_24sep22_binary.png,0.023,SEAFLOWER_COURTOWN,test
935,E16_T3_C2_Corr_24sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E16_T3_C2_Corr_24sep22.jpg,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E16_T3_C2_Corr_24sep22_binary.png,0.018,SEAFLOWER_COURTOWN,test
936,E16_T3_C3_Corr_24sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E16_T3_C3_Corr_24sep22.jpg,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E16_T3_C3_Corr_24sep22_binary.png,0.024,SEAFLOWER_COURTOWN,test
937,E16_T3_C8_Corr_24sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E16_T3_C8_Corr_24sep22.jpg,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E16_T3_C8_Corr_24sep22_binary.png,0.015,SEAFLOWER_COURTOWN,test
938,E16_T3_C9_Corr_24sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E16_T3_C9_Corr_24sep22.jpg,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E16_T3_C9_Corr_24sep22_binary.png,0.066,SEAFLOWER_COURTOWN,test
939,E17_T3_C10_Corr_24sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E17_T3_C10_Corr_24sep22.JPG,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E17_T3_C10_Corr_24sep22_binary.png,0.036,SEAFLOWER_COURTOWN,test
940,E17_T3_C3_Corr_24sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E17_T3_C3_Corr_24sep22.JPG,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E17_T3_C3_Corr_24sep22_binary.png,0.012,SEAFLOWER_COURTOWN,test
941,E17_T3_C6_Corr_24sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E17_T3_C6_Corr_24sep22.JPG,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E17_T3_C6_Corr_24sep22_binary.png,0.084,SEAFLOWER_COURTOWN,test
942,E17_T3_C9_Corr_24sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E17_T3_C9_Corr_24sep22.JPG,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E17_T3_C9_Corr_24sep22_binary.png,0.24,SEAFLOWER_COURTOWN,test
943,E19_T2_C10_Corr_22sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E19_T2_C10_Corr_22sep22.JPG,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E19_T2_C10_Corr_22sep22_binary.png,0.215,SEAFLOWER_COURTOWN,test
944,E19_T2_C11_Corr_22sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E19_T2_C11_Corr_22sep22.JPG,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E19_T2_C11_Corr_22sep22_binary.png,0.258,SEAFLOWER_COURTOWN,test
945,E19_T2_C12_Corr_22sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E19_T2_C12_Corr_22sep22.JPG,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E19_T2_C12_Corr_22sep22_binary.png,0.171,SEAFLOWER_COURTOWN,test
946,E19_T2_C13_Corr_22sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E19_T2_C13_Corr_22sep22.JPG,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E19_T2_C13_Corr_22sep22_binary.png,0.08,SEAFLOWER_COURTOWN,test
947,E19_T2_C14_Corr_22sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E19_T2_C14_Corr_22sep22.JPG,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E19_T2_C14_Corr_22sep22_binary.png,0.162,SEAFLOWER_COURTOWN,test
948,E19_T2_C15_Corr_22sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E19_T2_C15_Corr_22sep22.JPG,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E19_T2_C15_Corr_22sep22_binary.png,0.647,SEAFLOWER_COURTOWN,test
949,E19_T2_C16_Corr_22sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E19_T2_C16_Corr_22sep22.JPG,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E19_T2_C16_Corr_22sep22_binary.png,0.421,SEAFLOWER_COURTOWN,test
950,E19_T2_C1_Corr_22sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E19_T2_C1_Corr_22sep22.JPG,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E19_T2_C1_Corr_22sep22_binary.png,0.101,SEAFLOWER_COURTOWN,test
951,E19_T2_C2_Corr_22sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E19_T2_C2_Corr_22sep22.JPG,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E19_T2_C2_Corr_22sep22_binary.png,0.03,SEAFLOWER_COURTOWN,test
952,E19_T2_C3_Corr_22sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E19_T2_C3_Corr_22sep22.JPG,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E19_T2_C3_Corr_22sep22_binary.png,0.036,SEAFLOWER_COURTOWN,test
953,E19_T2_C4_Corr_22sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E19_T2_C4_Corr_22sep22.JPG,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E19_T2_C4_Corr_22sep22_binary.png,0.355,SEAFLOWER_COURTOWN,test
954,E19_T2_C5_Corr_22sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E19_T2_C5_Corr_22sep22.JPG,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E19_T2_C5_Corr_22sep22_binary.png,0.231,SEAFLOWER_COURTOWN,test
955,E19_T2_C6_Corr_22sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E19_T2_C6_Corr_22sep22.JPG,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E19_T2_C6_Corr_22sep22_binary.png,0.081,SEAFLOWER_COURTOWN,test
956,E19_T2_C7_Corr_22sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E19_T2_C7_Corr_22sep22.JPG,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E19_T2_C7_Corr_22sep22_binary.png,0.072,SEAFLOWER_COURTOWN,test
957,E19_T2_C8_Corr_22sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E19_T2_C8_Corr_22sep22.JPG,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E19_T2_C8_Corr_22sep22_binary.png,0.345,SEAFLOWER_COURTOWN,test
958,E19_T2_C9_Corr_22sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E19_T2_C9_Corr_22sep22.JPG,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E19_T2_C9_Corr_22sep22_binary.png,0.357,SEAFLOWER_COURTOWN,test
959,E21_T2_C10_Corr_25sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E21_T2_C10_Corr_25sep22.jpg,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E21_T2_C10_Corr_25sep22_binary.png,0.148,SEAFLOWER_COURTOWN,test
960,E21_T2_C11_Corr_25sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E21_T2_C11_Corr_25sep22.jpg,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E21_T2_C11_Corr_25sep22_binary.png,0.064,SEAFLOWER_COURTOWN,test
961,E21_T2_C12_Corr_25sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E21_T2_C12_Corr_25sep22.jpg,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E21_T2_C12_Corr_25sep22_binary.png,0.184,SEAFLOWER_COURTOWN,test
962,E21_T2_C13_Corr_25sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E21_T2_C13_Corr_25sep22.jpg,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E21_T2_C13_Corr_25sep22_binary.png,0.092,SEAFLOWER_COURTOWN,test
963,E21_T2_C1_Corr_25sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E21_T2_C1_Corr_25sep22.jpg,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E21_T2_C1_Corr_25sep22_binary.png,0.468,SEAFLOWER_COURTOWN,test
964,E21_T2_C4_Corr_25sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E21_T2_C4_Corr_25sep22.jpg,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E21_T2_C4_Corr_25sep22_binary.png,0.147,SEAFLOWER_COURTOWN,test
965,E21_T2_C5_Corr_25sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E21_T2_C5_Corr_25sep22.jpg,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E21_T2_C5_Corr_25sep22_binary.png,0.33,SEAFLOWER_COURTOWN,test
966,E21_T2_C6_Corr_25sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E21_T2_C6_Corr_25sep22.jpg,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E21_T2_C6_Corr_25sep22_binary.png,0.187,SEAFLOWER_COURTOWN,test
967,E21_T2_C7_Corr_25sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E21_T2_C7_Corr_25sep22.jpg,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E21_T2_C7_Corr_25sep22_binary.png,0.09,SEAFLOWER_COURTOWN,test
968,E21_T2_C8_Corr_25sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E21_T2_C8_Corr_25sep22.jpg,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E21_T2_C8_Corr_25sep22_binary.png,0.017,SEAFLOWER_COURTOWN,test
969,E21_T2_C9_Corr_25sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E21_T2_C9_Corr_25sep22.jpg,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E21_T2_C9_Corr_25sep22_binary.png,0.183,SEAFLOWER_COURTOWN,test
970,E2_T2_C10_Corr_23sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E2_T2_C10_Corr_23sep22.jpg,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E2_T2_C10_Corr_23sep22_binary.png,0.659,SEAFLOWER_COURTOWN,test
971,E2_T2_C11_Corr_23sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E2_T2_C11_Corr_23sep22.jpg,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E2_T2_C11_Corr_23sep22_binary.png,0.602,SEAFLOWER_COURTOWN,test
972,E2_T2_C12_Corr_23sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E2_T2_C12_Corr_23sep22.jpg,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E2_T2_C12_Corr_23sep22_binary.png,0.144,SEAFLOWER_COURTOWN,test
973,E2_T2_C1_Corr_23sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E2_T2_C1_Corr_23sep22.jpg,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E2_T2_C1_Corr_23sep22_binary.png,0.243,SEAFLOWER_COURTOWN,test
974,E2_T2_C2_Corr_23sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E2_T2_C2_Corr_23sep22.jpg,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E2_T2_C2_Corr_23sep22_binary.png,0.226,SEAFLOWER_COURTOWN,test
975,E2_T2_C3_Corr_23sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E2_T2_C3_Corr_23sep22.jpg,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E2_T2_C3_Corr_23sep22_binary.png,0.332,SEAFLOWER_COURTOWN,test
976,E2_T2_C4_Corr_23sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E2_T2_C4_Corr_23sep22.jpg,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E2_T2_C4_Corr_23sep22_binary.png,0.124,SEAFLOWER_COURTOWN,test
977,E2_T2_C6_Corr_23sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E2_T2_C6_Corr_23sep22.jpg,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E2_T2_C6_Corr_23sep22_binary.png,0.061,SEAFLOWER_COURTOWN,test
978,E2_T2_C7_Corr_23sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E2_T2_C7_Corr_23sep22.jpg,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E2_T2_C7_Corr_23sep22_binary.png,0.169,SEAFLOWER_COURTOWN,test
979,E2_T2_C8_Corr_23sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E2_T2_C8_Corr_23sep22.jpg,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E2_T2_C8_Corr_23sep22_binary.png,0.669,SEAFLOWER_COURTOWN,test
980,E3_T1_C10_Corr_27sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E3_T1_C10_Corr_27sep22.jpg,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E3_T1_C10_Corr_27sep22_binary.png,0.601,SEAFLOWER_COURTOWN,test
981,E3_T1_C11_Corr_27sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E3_T1_C11_Corr_27sep22.jpg,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E3_T1_C11_Corr_27sep22_binary.png,0.248,SEAFLOWER_COURTOWN,test
982,E3_T1_C13_Corr_27sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E3_T1_C13_Corr_27sep22.jpg,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E3_T1_C13_Corr_27sep22_binary.png,0.043,SEAFLOWER_COURTOWN,test
983,E3_T1_C1_Corr_27sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E3_T1_C1_Corr_27sep22.jpg,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E3_T1_C1_Corr_27sep22_binary.png,0.053,SEAFLOWER_COURTOWN,test
984,E3_T1_C2_Corr_27sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E3_T1_C2_Corr_27sep22.jpg,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E3_T1_C2_Corr_27sep22_binary.png,0.306,SEAFLOWER_COURTOWN,test
985,E3_T1_C3_Corr_27sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E3_T1_C3_Corr_27sep22.jpg,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E3_T1_C3_Corr_27sep22_binary.png,0.32,SEAFLOWER_COURTOWN,test
986,E3_T1_C5_Corr_27sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E3_T1_C5_Corr_27sep22.jpg,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E3_T1_C5_Corr_27sep22_binary.png,0.041,SEAFLOWER_COURTOWN,test
987,E3_T1_C6_Corr_27sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E3_T1_C6_Corr_27sep22.jpg,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E3_T1_C6_Corr_27sep22_binary.png,0.118,SEAFLOWER_COURTOWN,test
988,E3_T1_C7_Corr_27sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E3_T1_C7_Corr_27sep22.jpg,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E3_T1_C7_Corr_27sep22_binary.png,0.343,SEAFLOWER_COURTOWN,test
989,E3_T1_C8_Corr_27sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E3_T1_C8_Corr_27sep22.jpg,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E3_T1_C8_Corr_27sep22_binary.png,0.119,SEAFLOWER_COURTOWN,test
990,E3_T1_C9_Corr_27sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E3_T1_C9_Corr_27sep22.jpg,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E3_T1_C9_Corr_27sep22_binary.png,0.31,SEAFLOWER_COURTOWN,test
991,E4_T1_C10_Corr_28sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E4_T1_C10_Corr_28sep22.jpg,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E4_T1_C10_Corr_28sep22_binary.png,0.121,SEAFLOWER_COURTOWN,test
992,E4_T1_C11_Corr_28sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E4_T1_C11_Corr_28sep22.jpg,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E4_T1_C11_Corr_28sep22_binary.png,0.057,SEAFLOWER_COURTOWN,test
993,E4_T1_C1_Corr_28sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E4_T1_C1_Corr_28sep22.jpg,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E4_T1_C1_Corr_28sep22_binary.png,0.138,SEAFLOWER_COURTOWN,test
994,E4_T1_C2_Corr_28sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E4_T1_C2_Corr_28sep22.jpg,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E4_T1_C2_Corr_28sep22_binary.png,0.174,SEAFLOWER_COURTOWN,test
995,E4_T1_C3_Corr_28sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E4_T1_C3_Corr_28sep22.jpg,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E4_T1_C3_Corr_28sep22_binary.png,0.176,SEAFLOWER_COURTOWN,test
996,E4_T1_C4_Corr_28sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E4_T1_C4_Corr_28sep22.jpg,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E4_T1_C4_Corr_28sep22_binary.png,0.327,SEAFLOWER_COURTOWN,test
997,E4_T1_C5_Corr_28sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E4_T1_C5_Corr_28sep22.jpg,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E4_T1_C5_Corr_28sep22_binary.png,0.106,SEAFLOWER_COURTOWN,test
998,E4_T1_C6_Corr_28sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E4_T1_C6_Corr_28sep22.jpg,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E4_T1_C6_Corr_28sep22_binary.png,0.012,SEAFLOWER_COURTOWN,test
999,E4_T1_C7_Corr_28sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E4_T1_C7_Corr_28sep22.jpg,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E4_T1_C7_Corr_28sep22_binary.png,0.238,SEAFLOWER_COURTOWN,test
1000,E4_T1_C8_Corr_28sep22,data\benthic_datasets\SEAFLOWER_COURTOWN\images\E4_T1_C8_Corr_28sep22.jpg,data\benthic_datasets\SEAFLOWER_COURTOWN\masks_coral\E4_T1_C8_Corr_28sep22_binary.png,0.446,SEAFLOWER_COURTOWN,test
